ID;NOME;PREZZO;NEGOZIO
123;APPLE iPhone 15 Pro 256GB Titanio bianco;1249;Mediaword
124;APPLE iPhone 15 Pro 256GB Titanio naturale;1249;Mediaword
112;APPLE - iPhone 15 Plus 256GB-Blu;1259;Euronics
113;APPLE - iPhone 15 Plus 256GB-Nero;1259;Euronics
114;WIND - 3 - Apple iPhone 15 Pro 128GB-Titanio nero;1259;Euronics
115;APPLE - iPhone 15 Plus 256GB-Verde;1259;Euronics
116;APPLE iPhone 15 Plus 256GB Verde;1259;Trony
117;APPLE iPhone 15 Plus 256GB Blu;1259;Trony
118;APPLE iPhone 14 512GB Galassia;1259;Trony
111;TIM - APPLE iPhone 15 Pro 128GB-Nero;1266;Euronics
108;WIND - 3 - Samsung Galaxy S10+ 512GB-Ceramic White;1279;Euronics
109;SAMSUNG - GALAXY S22 ULTRA 128GB-Burgundy;1279;Euronics
110;APPLE - iPhone 15 Pro 256GB-Titanio Bianco;1279;Euronics
107;SAMSUNG - Galaxy Z Flip5 512GB-Cream;1284;Euronics
106;APPLE - IPHONE 15 512GB-Verde;1298;Euronics
101;SAMSUNG - GALAXY S24+ 512GB-Cobalt Violet;1309;Euronics
102;SAMSUNG - GALAXY S24+ 512GB-Amber Yellow;1309;Euronics
103;SAMSUNG - GALAXY S24+ 512GB-Onyx Black;1309;Euronics
104;SAMSUNG - GALAXY S24+ 512GB-Marble Gray;1309;Euronics
105;SAMSUNG Galaxy S24+ 12+512GB Cobalt Violet;1309;Trony
97;APPLE iPhone 15 Pro Max 256GB Titanio naturale;1349;Mediaword
98;APPLE iPhone 15 Pro Max 256GB Titanio nero;1349;Mediaword
99;APPLE iPhone 15 Pro Max 256GB Titanio blu;1349;Mediaword
100;APPLE iPhone 15 Pro Max 256GB Titanio bianco;1349;Mediaword
90;APPLE - iPhone 14 Plus 512GB-Mezzanotte;1359;Euronics
91;APPLE - iPhone 15 512GB-Nero;1359;Euronics
92;APPLE iPhone 15 512GB Giallo;1359;Trony
93;APPLE iPhone 14 Plus 512GB (PRODUCT)RED;1359;Trony
94;APPLE iPhone 15 512GB Nero;1359;Trony
95;APPLE iPhone 14 Plus 512GB Blu;1359;Trony
96;APPLE iPhone 15 512GB Blu;1359;Trony
86;APPLE iPhone 15 Pro 256GB Titanio Nero;1369;Trony
87;APPLE iPhone 15 Pro 256GB Titanio Bianco;1369;Trony
88;APPLE iPhone 15 Pro 256GB Titanio Naturale;1369;Trony
89;APPLE iPhone 15 Pro 256GB Titanio Blu;1369;Trony
85;VODAFONE - APPLE iPhone 15 Pro 256GB-Black;1373;Euronics
84;WIND - 3 - Apple iPhone 15 Pro 256GB-Titanio nero;1389;Euronics
82;APPLE - iPhone 14 512GB-(PRODUCT)RED;1397;Euronics
83;APPLE - iPhone 14 512GB-Blu;1397;Euronics
81;SAMSUNG - GALAXY S24 ULTRA 256GB-Titanium Yellow;1399;Euronics
80;SAMSUNG - Galaxy Z Flip5 512GB-Lavender;1420;Euronics
79;APPLE - iPhone 14 Pro 256GB-Viola scuro;1469;Euronics
71;APPLE - iPhone 15 Pro Max 256GB-Titanio Nero;1489;Euronics
72;APPLE - iPhone 15 Pro Max 256GB-Titanio Naturale;1489;Euronics
73;APPLE - iPhone 15 Pro Max 256GB-Titanio Blu;1489;Euronics
74;APPLE - iPhone 15 Pro Max 256GB-Titanio Bianco;1489;Euronics
75;APPLE iPhone 15 Pro Max 256GB Titanio Bianco;1489;Trony
76;APPLE iPhone 15 Pro Max 256GB Titanio Naturale;1489;Trony
77;APPLE iPhone 15 Pro Max 256GB Titanio Nero;1489;Trony
78;APPLE iPhone 15 Pro Max 256GB Titanio Blu;1489;Trony
59;SAMSUNG - GALAXY S24 ULTRA 256GB-Titanium Black;1499;Euronics
60;SAMSUNG - GALAXY S24 ULTRA 256GB-Titanium Gray;1499;Euronics
61;SAMSUNG - GALAXY S24 ULTRA 256GB-Titanium Violet;1499;Euronics
62;APPLE - iPhone 15 Pro 512GB-Titanio Bianco;1499;Euronics
63;SAMSUNG Galaxy S24 Ultra 12+256GB Titanium Gray;1499;Trony
64;SAMSUNG Galaxy S24 Ultra 12+256GB Titanium Yellow;1499;Trony
65;APPLE iPhone 14 Plus 512GB Mezzanotte;1499;Trony
66;SAMSUNG Galaxy S24 Ultra 12+256GB Titanium Violet;1499;Trony
67;SAMSUNG Galaxy S24 Ultra 12+256GB Titanium Black;1499;Trony
68;SAMSUNG Galaxy S24 Ultra, 256 GB, Titanium Black;1499;Mediaword
69;SAMSUNG Galaxy S24 Ultra, 256 GB, Titanium Black;1499;Mediaword
70;SAMSUNG Galaxy S24 Ultra, 256 GB, Titanium Gray;1499;Mediaword
57;WIND - 3 - Apple iPhone 15 Pro Max 256GB-Titanio blu;1509;Euronics
58;WIND - 3 - Apple iPhone 15 Pro Max 256GB-Titanio nero;1509;Euronics
56;TIM - APPLE iPhone 15 Pro Max 256GB-Nero;1516;Euronics
54;APPLE - iPhone 14 Plus 512GB-(PRODUCT)RED;1545;Euronics
55;APPLE - iPhone 14 Plus 512GB-Galassia;1545;Euronics
53;APPLE - iPhone 15 Pro Max 512GB-Titanio Naturale;1600;Euronics
41;SAMSUNG - GALAXY S24 ULTRA 512GB-Titanium Gray;1619;Euronics
42;SAMSUNG - GALAXY S24 ULTRA 512GB-Titanium Violet;1619;Euronics
43;SAMSUNG - GALAXY S24 ULTRA 512GB-Titanium Yellow;1619;Euronics
44;APPLE - iPhone 15 Pro 512GB-Titanio Blu;1619;Euronics
45;SAMSUNG - GALAXY S24 ULTRA 512GB-Titanium Black;1619;Euronics
46;SAMSUNG Galaxy S24 Ultra 12+512GB Titanium Black;1619;Trony
47;SAMSUNG Galaxy S24 Ultra 12+512GB Titanium Yellow;1619;Trony
48;APPLE iPhone 15 Pro 512GB Titanio Bianco;1619;Trony
49;SAMSUNG Galaxy S24 Ultra 12+512GB Titanium Gray;1619;Trony
50;APPLE iPhone 15 Pro 512GB Titanio Naturale;1619;Trony
51;SAMSUNG Galaxy S24 Ultra, 512 GB, Titanium Black;1619;Mediaword
52;SAMSUNG Galaxy S24 Ultra, 512 GB, Titanium Gray;1619;Mediaword
40;APPLE - iPhone 15 Pro Max 512GB-Titanio Nero;1644;Euronics
38;APPLE - iPhone 15 Pro 1TB-Titanio Bianco;1699;Euronics
39;APPLE - iPhone 15 Pro 1TB-Titanio Blu;1699;Euronics
37;APPLE - iPhone 14 Pro 512GB-Argento;1704;Euronics
36;WIND - 3 - Apple iPhone 15 Pro Max 512GB-Titanio nero;1706;Euronics
30;APPLE - iPhone 15 Pro Max 512GB-Titanio Bianco;1739;Euronics
31;APPLE - iPhone 15 Pro Max 512GB-Titanio Blu;1739;Euronics
32;APPLE iPhone 15 Pro Max 512GB Titanio Blu;1739;Trony
33;APPLE iPhone 15 Pro Max 512GB Titanio Nero;1739;Trony
34;APPLE iPhone 15 Pro Max 512GB Titanio Bianco;1739;Trony
35;APPLE iPhone 15 Pro Max 512GB Titanio Naturale;1739;Trony
28;SAMSUNG - Galaxy Z Fold5 512GB-Cream;1749;Euronics
29;SAMSUNG - Galaxy Z Fold5 512GB-Icy Blue;1749;Euronics
27;APPLE - iPhone 15 Pro 1TB-Titanio Naturale;1792;Euronics
26;SAMSUNG Galaxy S24 Ultra 12+512GB Titanium Violet;1794;Trony
23;ONEPLUS - Smartphone SMP.ONE+ OPEN-Nero;1799;Euronics
24;APPLE - iPhone 15 Pro Max 1TB-Titanio Blu;1799;Euronics
25;APPLE - iPhone 15 Pro Max 1TB-Titanio Bianco;1799;Euronics
19;SAMSUNG - GALAXY S24 ULTRA 1T-Titanium Gray;1859;Euronics
20;SAMSUNG - GALAXY S24 ULTRA 1T-Titanium Black;1859;Euronics
21;SAMSUNG - GALAXY S24 ULTRA 1T-Titanium Violet;1859;Euronics
22;SAMSUNG - GALAXY S24 ULTRA 1T-Titanium Yellow;1859;Euronics
14;APPLE - iPhone 15 Pro 1TB-Titanio Nero;1869;Euronics
15;APPLE iPhone 15 Pro 1TB Titanio Nero;1869;Trony
16;APPLE iPhone 15 Pro 1TB Titanio Blu;1869;Trony
17;APPLE iPhone 15 Pro 1TB Titanio Bianco;1869;Trony
18;APPLE iPhone 15 Pro 1TB Titanio Naturale;1869;Trony
13;SAMSUNG Galaxy Z Fold4 12+256GB Phantom Black;1879;Trony
12;APPLE - iPhone 15 Pro Max 1TB-Titanio Nero;1911;Euronics
11;SAMSUNG - Galaxy Z Fold5 512GB-Phantom Black;1934;Euronics
8;APPLE iPhone 15 Pro Max 1TB Titanio Nero;1989;Trony
9;APPLE iPhone 15 Pro Max 1TB Titanio Blu;1989;Trony
10;APPLE iPhone 15 Pro Max 1TB Titanio Bianco;1989;Trony
6;SAMSUNG - Galaxy Z Fold5 256GB-Phantom Black;1999;Euronics
7;HONOR Magic V2, 512 GB, PURPLE;1999;Mediaword
4;SAMSUNG - Galaxy Z Fold5 256GB-Cream;2094;Euronics
5;SAMSUNG Galaxy Z Fold5 12+256GB Cream;2094;Trony
3;SAMSUNG - Galaxy Z Fold5 1TB-Icy Blue;2098;Euronics
2;SAMSUNG Galaxy Z Fold5 12+512GB Phantom Black;2099;Trony
1;SAMSUNG - Galaxy Z Fold5 1TB-Phantom Black;2212;Euronics
1053;SAMSUNG - Smartphone GALAXY S23 FE | BUDS FE-Graphite;;Euronics
1054;MOTOROLA - Smartphone EDGE 40-JET BLACK;;Euronics
1055;VODAFONE - XIAOMI Redmi 9AT-Grey;;Euronics
1056;SAMSUNG - GALAXY A14 64GB-Black;;Euronics
1057;VODAFONE - SAMSUNG Galaxy S23 256GB-Black;;Euronics
1058;VODAFONE - SAMSUNG Galaxy A14 4G 64GB-Black;;Euronics
1059;OPPO - Smartphone RENO10 PRO 5G-Glossy Purple;;Euronics
1060;REALME - Smartphone REALME 11 PRO+ 5G 512GB 12GB-SUNRISE BEIGE;;Euronics
1061;REALME - Smartphone REALME 11 PRO+ 5G 512GB 12GB GLOBAL+NF-Oasis… Green;;Euronics
1062;XIAOMI - Smartphone REDMI NOTE 12 PRO 4G 8+256-Graphite Gray;;Euronics
1063;REALME - Smartphone REALME 11 PRO 5G 256GB 8GB-ASTRAL BLACK;;Euronics
1064;XIAOMI - Smartphone REDMI NOTE 12 8+256GB-Mint Green;;Euronics
1065;XIAOMI - Smartphone REDMI NOTE 12 8+256GB-Ice Blue;;Euronics
1066;MOTOROLA - MOTO G42 6/128GB-Deep Lagoon;;Euronics
1067;SAMSUNG - Galaxy S23 Ultra 8+256GB-Cream;;Euronics
1068;VODAFONE - ZFLIP5 5G 512GB-grey;;Euronics
1069;HONOR - Smartphone HONOR 90-Midnight Black;;Euronics
1070;XIAOMI - Smartphone REDMI NOTE 13 PRO 5G 12+512-Midnight Black;;Euronics
1071;MOTOROLA - Smartphone EDGE 30 NEO-Ice Palace;;Euronics
1072;TIM - SAMSUNG Galaxy A14 4G (64GB)-Black;;Euronics
1073;TCL - 30E-Space Grey;;Euronics
1074;MOTOROLA - Smartphone MOTO G73 5G-Midnight Blue;;Euronics
1075;XIAOMI - REDMI A1 2+32-Light Blue;;Euronics
1076;HONOR - X8A-CYAN LAKE;;Euronics
1077;VODAFONE - SAMSUNG Galaxy A54 5G 256GB-Nero;;Euronics
1078;WIND - 3 - SAMSUNG Galaxy A14 64GB-Silver;;Euronics
1079;OPPO - Smartphone RENO8 5G-Shimmer Black;;Euronics
1080;OPPO - RENO8 LITE 5G-Rainbow Spectrum;;Euronics
1081;MOTOROLA - Smartphone EDGE 40-Viva Magenta;;Euronics
1082;NOKIA - NOKIA C21 PLUS-CYAN;;Euronics
1083;HONOR - MAGIC 5 LITE-Titanium Silver;;Euronics
1084;VODAFONE - OPPO A57-Black;;Euronics
1085;NOKIA - Smartphone NOKIA C32 4/64-CHARCOAL;;Euronics
1086;VODAFONE - SAMSUNG Galaxy A14 5G 128GB-Black;;Euronics
1087;VODAFONE - MOTOROLA Moto E13 4G 64GB-Black;;Euronics
1088;XIAOMI - REDMI NOTE 11 PRO 5G 6+128GB-GRAPHITE GRAY;;Euronics
1089;XIAOMI - XIAOMI 12X 8+256G-BLACK;;Euronics
1090;REALME - C31-silver;;Euronics
1091;REALME - Smartphone REALME 11 PRO 5G 256GB 8GB-SUNRISE BEIGE;;Euronics
1092;XIAOMI - Smartphone REDMI NOTE 12 PRO 5G 8+256GB-Midnight Black;;Euronics
1093;SAMSUNG - Galaxy S23 Ultra 12+512GB-Cream;;Euronics
1094;SAMSUNG - Galaxy S23 Ultra 12+512GB-Phantom Black;;Euronics
1095;VODAFONE - SAMSUNG Galaxy A14 4G 128GB-Black;;Euronics
1096;REALME - R9 PRO+;;Euronics
1097;XIAOMI - REDMI 9A-GLACIAL BLUE;;Euronics
1098;SAMSUNG - GALAXY S22 256GB-Pink Gold;;Euronics
1099;REALME - C21-Y 3+32-Cross Black;;Euronics
1100;HONOR - HONOR 90 8+256-Midnight Black;;Euronics
1101;OPPO - A16 3+32-Pearl Blue;;Euronics
1102;REALME - GT NEO3-blu;;Euronics
1103;OPPO - RENO8 T-Sunset Orange;;Euronics
1104;SAMSUNG - GALAXY A23 5G-Black;;Euronics
1105;SAMSUNG - Galaxy S23 Ultra 12+512GB-Green;;Euronics
1106;NOKIA - NOKIA C31 4/64-MINT;;Euronics
1107;CAT - CAT S42H+-Black;;Euronics
1108;SAMSUNG - GALAXY S22 128GB-Green;;Euronics
1109;OPPO - FIND X5-White;;Euronics
1110;TCL - TCL 306-Atlantic Blue;;Euronics
1111;XIAOMI - Smartphone REDMI NOTE 13 PRO 5G 12+512-Ocean Teal;;Euronics
1112;MOTOROLA - MOTO G32-Soft Silver;;Euronics
1113;MOTOROLA - MOTO G23-LUCENT WHITE;;Euronics
1114;XIAOMI - REDMI 10C 4+128GB-Graphite Gray;;Euronics
1115;HONOR - X7A-OCEAN BLUE;;Euronics
1116;SAMSUNG - GALAXY S22 128GB-Phantom Black;;Euronics
1117;SAMSUNG - GALAXY A53 5G 128GB-Awesome Black;;Euronics
1118;OPPO - A96-Sunset Blue;;Euronics
1119;HONOR - X6-OCEAN BLUE;;Euronics
1120;XIAOMI - Smartphone XIAOMI 13 8+256GB-White;;Euronics
1121;CAT - Smartphone S75-Black;;Euronics
1122;HONOR - Smartphone MAGIC 5 LITE 8+256-TITANIUM SILVER;;Euronics
1123;TCL - 20 L+-Milki Way Black;;Euronics
1124;TCL - 20R 5G 4/128-Lazurite Blue;;Euronics
1125;SAMSUNG - GALAXY A53 5G 128GB-Awesome Blue;;Euronics
1126;TCL - 30E-Atlantic Blue;;Euronics
1127;SAMSUNG - GALAXY S22 128GB-Phantom White;;Euronics
1128;REALME - Smartphone REALME C55 256GB 8GB-SUNSHOWER;;Euronics
1129;XIAOMI - XIAOMI 12T PRO 8+256-Cosmic Black;;Euronics
1130;SAMSUNG - GALAXY A13 64 GB-Light Blue;;Euronics
1131;SAMSUNG - GALAXY A13 64 GB-White;;Euronics
1132;MOTOROLA - MOTO E32S-Misty Silver;;Euronics
1133;SAMSUNG - Galaxy S23+ 8+512GB-Phantom Black;;Euronics
1134;SAMSUNG - Galaxy S23+ 8+512GB-Cream;;Euronics
1135;SAMSUNG - Galaxy S23 Ultra 8+256GB-Green;;Euronics
1136;OPPO - Smartphone FIND N2 FLIP 5G-Astral Black;;Euronics
1137;XIAOMI - REDMI 10C 3+64GB-Graphite Gray;;Euronics
1138;TCL - 30-black;;Euronics
1139;WIND - 3 - MOTOROLA Moto G54 5G-Midnight Blue;;Euronics
1140;SAMSUNG - GALAXY S22 ULTRA 128GB-Phantom White;;Euronics
1141;XIAOMI - REDMI NOTE 11 4+64GB-Star Blue;;Euronics
1142;MOTOROLA - MOTO G41-Pearl Gold;;Euronics
1143;MOTOROLA - MOTO G41-Meteorite Black;;Euronics
1144;XIAOMI - XIAOMI 12X 8+256G-BLUE;;Euronics
1145;XIAOMI - Smartphone XIAOMI 13T 8+256GB-Alpine Blue;;Euronics
1146;SAMSUNG - GALAXY S22 128GB-Bora Purple;;Euronics
1147;SAMSUNG - GALAXY A23 5G-White;;Euronics
1148;SAMSUNG - Galaxy S23 Ultra 12+512GB-Lavender;;Euronics
1149;TIM - MOTOROLA Moto G14-Steel Gray;;Euronics
1150;MOTOROLA - MOTO G31-Mineral Grey;;Euronics
1151;HONOR - X7A-BLACK;;Euronics
1152;SAMSUNG - GALAXY S22 256GB-Green;;Euronics
1153;WIND - 3 - Xiaomi Redmi 10 64GB-Sea blue;;Euronics
1154;SAMSUNG - GALAXY S22 128GB-Pink Gold;;Euronics
1155;WIND - 3 - XIAOMI Redmi Note 10 5G 4+128GB-Black;;Euronics
1156;REALME - 10-white;;Euronics
1157;OPPO - RENO8 5G-Shimmer Black;;Euronics
1158;SAMSUNG - Galaxy S23+ 8+512GB-Green;;Euronics
1159;MOTOROLA - Smartphone RAZR 40-Summer Liliac;;Euronics
1160;HONOR - Smartphone MAGIC 5 LITE 8+256-EMERALD GREEN;;Euronics
1161;"WIND - 3 - XIAOMI ""Redmi10"" 6.5"" 64Gb BIANCO-Bianco";;Euronics
1162;SAMSUNG - GALAXY S22 ULTRA 512GB-Phantom Black;;Euronics
1163;SAMSUNG - GALAXY S22 ULTRA 128GB-Green;;Euronics
1164;TCL - 20 L-Eclipse Black;;Euronics
1165;OPPO - A54 5G-Fluid Black;;Euronics
1166;CAT - CAT S62-Black;;Euronics
1167;XIAOMI - Smartphone REDMI 9C 4+128 GB-Grigio;;Euronics
1168;MOTOROLA - Smartphone EDGE 40 PRO-Glass Black;;Euronics
1169;VODAFONE - SAMSUNG Galaxy A34 5G 256GB-Black;;Euronics
1170;MOTOROLA - Smartphone RAZR 40-Vanilla Cream;;Euronics
1171;XIAOMI - Smartphone REDMI NOTE 13 PRO 5G 12+512-Aurora Purple;;Euronics
1172;XIAOMI - REDMI NOTE 11 PRO 6+124GB-GRAPHITE GRAY;;Euronics
1173;VIVO MOBILE - V23 5G-Stardust Black;;Euronics
1174;WIND - 3 - OPPO Find X5-Black;;Euronics
1175;MOTOROLA - Smartphone MOTO G32-Soft Silver;;Euronics
1176;MOTOROLA - MOTO G32-Dove Grey;;Euronics
1177;XIAOMI - Smartphone REDMI NOTE 12 PRO 5G 8+256GB-Sky Blue;;Euronics
1178;MOTOROLA - EDGE 30 NEO-Ice Palace;;Euronics
1179;SAMSUNG - Galaxy S23 Ultra 8+256GB-Lavender;;Euronics
1180;HONOR - MAGIC 5 LITE-Emerald Green;;Euronics
1181;VODAFONE - XIAOMI Redmi 10C 4-64GB-Blu;;Euronics
1182;XIAOMI - Smartphone XIAOMI 13 PRO 12+256GB-Ceramic Black;;Euronics
1183;MOTOROLA - MOTO E13-AURORA GREEN;;Euronics
1184;WIND - 3 - SAMSUNG Galaxy S23 128GB-Phantom Black;;Euronics
1185;HONOR - X8A-TITANIUM SILVER;;Euronics
1186;WIND - 3 - SAMSUNG Galaxy A14 64GB-Light Green;;Euronics
1187;APPLE - iPhone 13 128GB-Mezzanotte;;Euronics
1188;APPLE - iPhone 13 128GB-Verde;;Euronics
1189;APPLE - iPhone 15 Pro 512GB-Titanio Nero;;Euronics
1190;SAMSUNG - Galaxy Z Fold5 256GB-Icy Blue;;Euronics
1191;APPLE - iPhone 15 Pro 512GB-Titanio Naturale;;Euronics
1192;APPLE - iPhone SE 64GB-Mezzanotte;;Euronics
1193;APPLE - iPhone 15 Plus 256GB-Giallo;;Euronics
1194;APPLE - iPhone 15 Pro Max 1TB-Titanio Naturale;;Euronics
1195;APPLE - iPhone 14 Pro 256GB-Oro;;Euronics
1196;APPLE - iPhone 14 Pro 128GB-Nero Siderale;;Euronics
1197;WIND - 3 - APPLE iPhone 14 Plus 128GB-Galassia;;Euronics
1198;TIM - APPLE iPhone 15 128GB-Nero;;Euronics
1199;BRONDI - Amico Chic-Nero/Silver;;Euronics
1200;APPLE - iPhone 15 Plus 512GB-Nero;;Euronics
1201;APPLE - iPhone 14 Plus 128GB-Galassia;;Euronics
1202;APPLE - iPhone 14 Pro Max 128GB-Oro;;Euronics
1203;WIND - 3 - APPLE iPhone 14 Pro 128GB-Argento;;Euronics
1204;APPLE - iPhone 15 512GB-Rosa;;Euronics
1205;APPLE - iPhone 12 128GB-Blu;;Euronics
1206;VODAFONE - APPLE iPhone 14 Pro Max 128GB-Nero;;Euronics
1207;WIND - 3 - APPLE iPhone 14 256GB-Galassia Bianco;;Euronics
1208;NOKIA - NOKIA 105 2019-Black;;Euronics
1209;SAMSUNG - Galaxy Z Flip5 256GB-Lavender;;Euronics
1210;SAMSUNG - Galaxy Z Fold5 1TB-Cream;;Euronics
1211;APPLE - iPhone 13 Mini 512GB-(PRODUCT)RED;;Euronics
1212;CAT - CAT B40-Black;;Euronics
1213;NOKIA - Cellulare NOKIA 2660-GREEN;;Euronics
1214;WIND - 3 - Apple iPhone 15 Pro 256GB-Titanio bianco;;Euronics
1215;APPLE - iPhone 13 Mini 512GB-Galassia;;Euronics
1216;APPLE - iPhone 14 Pro Max 128GB-Nero Siderale;;Euronics
1217;VODAFONE - APPLE iPhone 14 Plus 256GB-Bianco;;Euronics
1218;APPLE - iPhone 14 Pro 128GB-Oro;;Euronics
1219;WIND - 3 - APPLE iPhone 14 256GB-Mezzanotte Nero;;Euronics
1220;APPLE - iPhone 13 Mini 512GB-Blu;;Euronics
1221;NOKIA - NOKIA 110-BLACK;;Euronics
1222;APPLE - iPhone 15 Plus 512GB-Blu;;Euronics
1223;TCL - Cellulare 3189-grey;;Euronics
1224;BRONDI - Cellulare AMICO COMFORT-NERO RUBBER;;Euronics
1225;APPLE - iPhone 15 512GB-Blu;;Euronics
1226;APPLE - iPhone 12 64GB-(PRODUCT)RED;;Euronics
1227;SAMSUNG - Galaxy Z Flip4 128GB-Blue;;Euronics
1228;SAMSUNG - Galaxy Z Flip4 128GB-Graphite;;Euronics
1229;SAMSUNG - Galaxy Z Fold4 256GB-Phantom Black;;Euronics
1230;VODAFONE - APPLE iPhone 14 Pro 256GB-Nero siderale;;Euronics
1231;CAT - CB26;;Euronics
1232;APPLE - iPhone 13 Mini 128GB DEMO-Pink;;Euronics
1233;APPLE - iPhone 12 256GB-(PRODUCT)RED;;Euronics
1234;APPLE - iPhone 14 256GB-Giallo;;Euronics
1235;SAMSUNG - Galaxy Z Flip4 256GB-Graphite;;Euronics
1236;SAMSUNG - Galaxy Z Flip4 512GB-Graphite;;Euronics
1237;APPLE - iPhone 14 Pro 1TB-Argento;;Euronics
1238;WIND - 3 - Apple iPhone 15 Pro 128GB-Titanio bianco;;Euronics
